Gift1,29,93,1
Gift2,68,48,1
Gift3,75,46,1
Gift4,87,1,2
Gift5,74,7,1
Gift6,62,47,3
Gift7,78,45,3
Gift8,70,31,1
Gift9,88,60,3
Gift10,11,60,2
Gift11,41,62,3
Gift12,67,36,2
Gift13,34,78,3
Gift14,8,53,2
Gift15,62,12,3
Gift16,42,43,1
Gift17,94,35,1
Gift18,18,69,3
Gift19,5,81,2
Gift20,43,52,2
Gift21,29,45,3
Gift22,99,50,3
Gift23,60,61,3
Gift24,1,54,3
Gift25,74,89,2
Gift26,11,19,3
Gift27,5,29,2
Gift28,79,71,1
Gift29,21,98,1
Gift30,66,48,3
Gift31,98,31,2
Gift32,82,7,3
Gift33,68,26,3
Gift34,7,53,1
Gift35,51,93,3
Gift36,53,70,3
Gift37,15,8,2
Gift38,85,96,2
Gift39,100,32,3
Gift40,62,89,2
Gift41,42,81,2
Gift42,46,54,1
Gift43,73,38,1
Gift44,70,69,1
Gift45,91,97,1
Gift46,32,18,3
Gift47,40,32,2
Gift48,55,7,2
Gift49,29,95,2
Gift50,96,58,2
