Boy1,3,7,563,3,1
Boy2,2,8,116,1,3
Boy3,7,9,412,3,3
Boy4,3,8,421,3,1
Boy5,6,1,155,3,2
Boy6,1,1,37,3,1
Boy7,1,9,519,1,2
Boy8,3,1,285,2,2
Boy9,5,9,101,3,1
Boy10,3,6,222,2,2
Boy11,10,7,207,3,1
Boy12,8,3,875,2,2
Boy13,5,7,138,3,2
Boy14,1,1,535,2,3
Boy15,7,5,949,2,1
Boy16,8,5,568,2,3
Boy17,1,5,574,2,3
Boy18,4,9,974,2,2
Boy19,2,2,605,1,3
Boy20,3,3,359,1,3
Boy21,9,6,376,1,3
Boy22,5,5,609,1,3
Boy23,8,3,578,2,1
Boy24,2,9,913,2,3
Boy25,4,7,534,3,3
Boy26,4,3,479,3,2
Boy27,4,10,730,3,3
Boy28,9,2,6,3,3
Boy29,3,1,277,1,1
Boy30,10,9,234,3,2
Boy31,10,3,905,1,2
Boy32,8,5,483,1,1
Boy33,1,1,263,2,3
Boy34,7,8,477,1,1
Boy35,4,7,763,2,3
Boy36,8,6,955,3,2
Boy37,4,6,566,1,2
Boy38,1,8,414,1,1
Boy39,3,4,282,1,2
Boy40,9,2,214,1,1
Boy41,5,2,38,2,1
Boy42,7,7,520,3,3
Boy43,1,4,182,1,3
Boy44,1,4,72,2,2
Boy45,10,9,863,1,1
Boy46,9,3,528,3,3
Boy47,10,1,114,3,3
Boy48,3,5,104,3,3
Boy49,6,3,488,1,1
Boy50,8,6,745,1,1
Boy51,2,10,508,2,3
Boy52,10,6,710,3,3
Boy53,1,7,743,1,2
Boy54,7,10,662,1,2
Boy55,1,3,350,3,2
Boy56,7,4,551,1,3
Boy57,8,9,662,1,1
Boy58,4,8,531,3,2
Boy59,3,2,336,3,2
Boy60,4,8,224,2,1
Boy61,1,1,441,3,2
Boy62,4,7,448,2,1
Boy63,6,6,983,2,1
Boy64,9,9,932,1,1
Boy65,6,7,43,3,2
Boy66,4,2,722,1,3
Boy67,9,9,519,1,1
Boy68,2,7,324,2,2
Boy69,9,2,639,2,2
Boy70,2,3,464,3,2
Boy71,1,10,692,2,2
Boy72,6,8,418,1,2
Boy73,10,1,794,1,2
Boy74,1,7,767,3,2
Boy75,1,4,543,2,3
Boy76,8,4,241,1,3
Boy77,2,8,374,3,1
Boy78,8,8,130,3,2
Boy79,10,10,21,3,1
Boy80,4,9,652,1,3
Boy81,9,7,963,2,2
Boy82,3,3,994,1,3
Boy83,10,5,762,1,3
Boy84,8,5,529,2,2
Boy85,5,10,175,3,3
Boy86,8,2,733,3,3
Boy87,5,8,275,3,3
Boy88,3,5,497,1,3
Boy89,5,2,788,1,1
Boy90,5,7,918,1,1
Boy91,9,10,354,2,2
Boy92,2,9,599,3,3
Boy93,9,10,833,3,2
Boy94,10,7,681,1,3
Boy95,4,9,419,3,2
Boy96,1,7,179,1,3
Boy97,6,9,138,2,2
Boy98,6,3,912,1,3
Boy99,4,2,884,1,2
Boy100,3,1,153,1,1
