Boy1,7,9,201,1,1
Boy2,10,2,231,1,1
Boy3,2,6,197,3,1
Boy4,1,4,262,2,3
Boy5,2,6,832,3,2
Boy6,5,9,31,1,2
Boy7,3,1,376,2,2
Boy8,2,1,308,2,3
Boy9,10,9,10,1,1
Boy10,8,7,473,2,3
Boy11,5,10,847,1,1
Boy12,7,9,722,3,1
Boy13,3,9,780,1,1
Boy14,7,9,891,2,2
Boy15,4,6,554,1,1
Boy16,3,6,127,3,2
Boy17,3,7,657,2,1
Boy18,5,8,2,1,3
Boy19,1,5,777,2,3
Boy20,10,3,417,3,3
Boy21,7,9,685,3,2
Boy22,3,4,180,2,1
Boy23,4,8,787,3,2
Boy24,8,4,499,3,1
Boy25,5,10,342,1,3
Boy26,10,10,654,1,2
Boy27,1,5,829,3,3
Boy28,3,10,283,2,1
Boy29,7,3,88,1,2
Boy30,9,4,33,3,1
Boy31,4,7,145,2,3
Boy32,2,7,439,3,3
Boy33,6,2,330,2,2
Boy34,8,9,406,1,1
Boy35,6,9,754,2,2
Boy36,7,4,608,2,1
Boy37,4,4,450,3,1
Boy38,10,8,330,1,2
Boy39,1,2,145,3,1
Boy40,9,10,623,2,3
Boy41,2,8,306,3,1
Boy42,5,10,115,1,1
Boy43,3,10,56,1,3
Boy44,8,4,29,2,3
Boy45,8,10,485,3,3
Boy46,7,2,344,1,3
Boy47,10,5,200,3,2
Boy48,5,6,752,2,2
Boy49,9,9,545,1,1
Boy50,1,1,904,2,2
Boy51,1,5,552,3,2
Boy52,10,5,504,3,1
Boy53,7,4,987,2,3
Boy54,9,6,258,3,1
Boy55,2,10,693,1,3
Boy56,6,3,960,3,1
Boy57,5,9,465,2,1
Boy58,6,7,642,2,2
Boy59,7,1,864,3,3
Boy60,9,6,496,1,1
Boy61,4,8,144,3,2
Boy62,8,3,620,2,1
Boy63,3,1,241,3,3
Boy64,2,6,928,1,3
Boy65,10,1,315,2,1
Boy66,5,3,961,1,1
Boy67,5,7,989,2,1
Boy68,9,10,728,2,1
Boy69,1,5,212,3,2
Boy70,8,2,727,1,3
Boy71,5,2,382,1,1
Boy72,1,1,531,1,3
Boy73,8,6,658,3,2
Boy74,3,1,142,1,2
Boy75,3,2,15,1,2
Boy76,5,8,314,3,1
Boy77,10,9,174,1,1
Boy78,5,6,93,3,2
Boy79,1,6,539,3,1
Boy80,5,5,670,3,1
Boy81,3,2,387,2,3
Boy82,5,8,420,1,2
Boy83,4,5,681,3,2
Boy84,8,1,790,2,3
Boy85,1,6,698,1,2
Boy86,2,9,395,3,3
Boy87,5,5,357,1,3
Boy88,5,4,375,2,2
Boy89,10,7,47,1,3
Boy90,3,10,257,2,1
Boy91,3,3,861,2,3
Boy92,8,5,986,3,3
Boy93,6,8,19,3,3
Boy94,4,5,671,3,1
Boy95,9,7,862,1,3
Boy96,5,6,984,3,2
Boy97,8,10,151,1,2
Boy98,6,4,99,1,1
Boy99,4,4,780,2,3
Boy100,8,6,473,1,3
